step,samples_seen,p_grid_relative_l2,p_area_relative_l2,p_rmse,p_relative_linf,f_zero_rmse,f_zero_max_abs,outer_dirichlet_max_abs,elapsed_seconds
1,768,34.67415237426758,36.83605194091797,1.6445350646972656,31.19322395324707,128.21310424804688,300.1480407714844,0.0,26.292482213582844
1000,768000,0.3888012766838074,0.41354116797447205,0.01844017207622528,0.43786555528640747,1.896437406539917,9.914534568786621,0.0,516.1061926796101
2000,1536000,0.4720022678375244,0.49871450662612915,0.022386249154806137,0.5297092795372009,0.9479306936264038,3.7958970069885254,0.0,1006.1107272626832
3000,2304000,0.3318955898284912,0.36068195104599,0.01574123464524746,0.3795293867588043,0.763139545917511,2.6151161193847656,0.0,1496.0719404569827
4000,3072000,0.18454506993293762,0.19109833240509033,0.008752653375267982,0.23568876087665558,0.5125794410705566,2.7952587604522705,0.0,1986.1913221147843
5000,3840000,0.26039353013038635,0.2514926493167877,0.012350013479590416,0.30114462971687317,0.5650143623352051,3.036911964416504,0.0,2476.666489638854
6000,4608000,0.12029758840799332,0.13110201060771942,0.005705507006496191,0.17996852099895477,0.7615762948989868,4.060868263244629,0.0,2966.429666367825
7000,5376000,0.11474635452032089,0.13253067433834076,0.005442221183329821,0.17556077241897583,0.3784647285938263,1.878719449043274,0.0,3456.9009319716133
8000,6144000,0.21431265771389008,0.25973644852638245,0.010164478793740273,0.22123511135578156,0.4918569028377533,2.3032166957855225,0.0,3947.332489013672
9000,6912000,0.17509052157402039,0.1757710874080658,0.008304240182042122,0.23287491500377655,0.26624447107315063,2.200465202331543,0.0,4437.8797777057625
10000,7680000,0.12845538556575775,0.13685350120067596,0.00609241658821702,0.21733906865119934,0.28642159700393677,0.8707759380340576,0.0,4928.087290297728
11000,8448000,0.11217450350522995,0.13535523414611816,0.00532024260610342,0.09607485681772232,0.3287838101387024,1.6052099466323853,0.0,5418.881708317902
12000,9216000,0.19481304287910461,0.20037631690502167,0.00923964474350214,0.2705232501029968,0.3056671619415283,2.1405575275421143,0.0,5909.014097391628
13000,9984000,0.09856200963258743,0.10245528072118759,0.0046746255829930305,0.2047344297170639,0.1767328679561615,0.7632161378860474,0.0,6398.816027328838
14000,10752000,0.08358785510063171,0.0895632803440094,0.003964427392929792,0.1292072832584381,0.2528091073036194,1.2977033853530884,0.0,6888.4079393199645
15000,11520000,0.1046779528260231,0.11270291358232498,0.004964694380760193,0.15324752032756805,0.2878579795360565,1.646327018737793,0.0,7378.061570732854
16000,12288000,0.09255184978246689,0.10269635170698166,0.004389573819935322,0.15562796592712402,0.2130136340856552,0.9936519265174866,0.0,7868.277310951613
17000,13056000,0.15395309031009674,0.18510057032108307,0.007301728706806898,0.12145993858575821,0.2222888320684433,1.2892719507217407,0.0,8358.792089230847
18000,13824000,0.07940040528774261,0.08239445835351944,0.0037658237852156162,0.12167417258024216,0.155352383852005,0.9731580018997192,0.0,8848.763648972847
19000,14592000,0.13322794437408447,0.12947186827659607,0.006318770349025726,0.19450312852859497,0.1521298736333847,0.8281646966934204,0.0,9339.206326503772
20000,15360000,0.09311423450708389,0.10138048976659775,0.004416246898472309,0.15684056282043457,0.1959374099969864,1.0401053428649902,0.0,9828.936881326605
21000,16128000,0.1562950164079666,0.1589311808347702,0.007412802428007126,0.19254325330257416,0.15390819311141968,0.9439383745193481,0.0,10320.614310736768
22000,16896000,0.08606147766113281,0.10200147330760956,0.004081747028976679,0.12503919005393982,0.18236765265464783,1.0501718521118164,0.0,10809.974962801673
23000,17664000,0.11213766038417816,0.12636925280094147,0.005318495444953442,0.1851375550031662,0.17216990888118744,0.9256475567817688,0.0,11300.000618617982
24000,18432000,0.08510690182447433,0.08993981778621674,0.004036472644656897,0.1388588845729828,0.16937221586704254,1.041146159172058,0.0,11790.103144671768
25000,19200000,0.07712852954864502,0.08767414838075638,0.003658072790130973,0.08070959150791168,0.16914021968841553,1.0671249628067017,0.0,12280.361013804562
26000,19968000,0.07770808786153793,0.09834258258342743,0.0036855603102594614,0.05888337269425392,0.18335993587970734,1.0211507081985474,0.0,12770.790285304654
27000,20736000,0.06274121254682541,0.06997227668762207,0.0029757071752101183,0.08861284703016281,0.14365585148334503,0.6772472858428955,0.0,13260.601681925822
28000,21504000,0.10845144093036652,0.12522947788238525,0.0051436638459563255,0.09898830950260162,0.2563084065914154,1.075681209564209,0.0,13750.53146618465
29000,22272000,0.09190691262483597,0.09481330960988998,0.004358985926955938,0.14215043187141418,0.1457311064004898,0.6261578798294067,0.0,14240.172307337634
30000,23040000,0.08735473453998566,0.09497768431901932,0.004143083933740854,0.1356440633535385,0.1967490017414093,0.8211032152175903,0.0,14730.004340623971
31000,23808000,0.08633244782686234,0.09945172071456909,0.004094598349183798,0.07684969902038574,0.16130009293556213,1.2278059720993042,0.0,15221.917847970966
32000,24576000,0.0555560439825058,0.06545238941907883,0.002634927164763212,0.050597183406353,0.1496613323688507,0.5958664417266846,0.0,15711.51350702392
33000,25344000,0.07467910647392273,0.08730880171060562,0.0035419010091573,0.10777079313993454,0.1557772308588028,1.015812635421753,0.0,16201.191601191647
34000,26112000,0.10225261002779007,0.12667743861675262,0.004849664401262999,0.08226412534713745,0.1643877923488617,0.946119487285614,0.0,16690.791539533995
35000,26880000,0.10847481340169907,0.12329065054655075,0.005144772585481405,0.1432361751794815,0.18751558661460876,0.8789931535720825,0.0,17180.213724686764
36000,27648000,0.05270858481526375,0.0595146007835865,0.0024998767767101526,0.06022104620933533,0.1386166363954544,0.877609133720398,0.0,17670.18258295767
37000,28416000,0.06374670565128326,0.07049987465143204,0.003023396013304591,0.08254771679639816,0.15543319284915924,0.8821665048599243,0.0,18160.038299826905
38000,29184000,0.05323885381221771,0.05939289554953575,0.002525026910007,0.08571608364582062,0.15463295578956604,0.6123653054237366,0.0,18649.5165323657
39000,29952000,0.10087133944034576,0.09898210316896439,0.004784153308719397,0.15412618219852448,0.15436998009681702,1.0519955158233643,0.0,19139.64993712399
40000,30720000,0.05326339229941368,0.05666469410061836,0.002526190597563982,0.09215641021728516,0.14991702139377594,0.828066349029541,0.0,19629.324647924863
41000,31488000,0.07724358141422272,0.09099945425987244,0.0036635296419262886,0.13557620346546173,0.17456789314746857,0.9440922141075134,0.0,20121.13659920683
42000,32256000,0.09765610843896866,0.10598814487457275,0.00463165994733572,0.13600943982601166,0.15625636279582977,1.0549935102462769,0.0,20611.244940091856
43000,33024000,0.08383242040872574,0.09653826057910919,0.003976026549935341,0.11501067876815796,0.1348244845867157,0.9325456023216248,0.0,21100.843462947756
44000,33792000,0.09740913659334183,0.10924795269966125,0.0046199471689760685,0.1104782447218895,0.19692981243133545,0.769409716129303,0.0,21591.471090355888
45000,34560000,0.05238159000873566,0.06070956960320473,0.0024843683931976557,0.07166776806116104,0.15507066249847412,0.87200528383255,0.0,22081.33359705098
46000,35328000,0.04491368681192398,0.04886013641953468,0.0021301782689988613,0.06619280576705933,0.166709765791893,0.9706376194953918,0.0,22570.97001038771
47000,36096000,0.05978217348456383,0.06346620619297028,0.0028353650122880936,0.11123231053352356,0.11508902162313461,0.6996365785598755,0.0,23060.870441122912
48000,36864000,0.06046425551176071,0.060821715742349625,0.0028677149675786495,0.08043655753135681,0.14979001879692078,0.6935404539108276,0.0,23550.099169085734
49000,37632000,0.04697860777378082,0.05676644667983055,0.002228114055469632,0.054219719022512436,0.15068548917770386,0.818290650844574,0.0,24039.55025543878
50000,38400000,0.0822707936167717,0.08744146674871445,0.0039019614923745394,0.09977567940950394,0.12438434362411499,0.8807920813560486,0.0,24529.53804442659
51000,39168000,0.05242714285850525,0.05751853436231613,0.00248652882874012,0.07165941596031189,0.18217310309410095,1.2937226295471191,0.0,25020.880400853697
52000,39936000,0.046704478561878204,0.04951554909348488,0.0022151125594973564,0.09797929227352142,0.12181759625673294,0.8373053669929504,0.0,25510.84987210296
53000,40704000,0.03963114693760872,0.046929169446229935,0.0018796366639435291,0.05074838548898697,0.15137939155101776,0.7322971224784851,0.0,26000.765779071953
54000,41472000,0.0742097720503807,0.07813002914190292,0.003519641002640128,0.1165437176823616,0.12500055134296417,0.8735399842262268,0.0,26490.40459441766
55000,42240000,0.08276194334030151,0.09218233078718185,0.003925255965441465,0.08229877054691315,0.1702393889427185,0.6803620457649231,0.0,26979.479511737823
56000,43008000,0.039489515125751495,0.0413474515080452,0.0018729193834587932,0.06502903252840042,0.12114422768354416,0.7230872511863708,0.0,27469.176505552605
57000,43776000,0.06935668736696243,0.0859677717089653,0.0032894678879529238,0.0773065909743309,0.176576629281044,0.9711495637893677,0.0,27959.128071212675
58000,44544000,0.06158754229545593,0.06279231607913971,0.002920990576967597,0.07603555917739868,0.13765838742256165,0.7406648993492126,0.0,28448.90472113155
59000,45312000,0.05903812125325203,0.06707721203565598,0.002800075802952051,0.055693693459033966,0.14844053983688354,1.0348130464553833,0.0,28938.234226262663
60000,46080000,0.04107284918427467,0.047029439359903336,0.001948014134541154,0.04835207387804985,0.16748660802841187,0.7299924492835999,0.0,29427.766006292775
61000,46848000,0.06724487245082855,0.07085677981376648,0.003189308103173971,0.0774862989783287,0.11844730377197266,0.6098838448524475,0.0,29918.81271010684
62000,47616000,0.05466645956039429,0.06119657680392265,0.002592735690996051,0.06518319249153137,0.15741418302059174,0.7203766107559204,0.0,30407.62223100476
63000,48384000,0.10194084793329239,0.11627604812383652,0.004834877792745829,0.07837707549333572,0.14237557351589203,0.6236276030540466,0.0,30897.31295684399
64000,49152000,0.06143117696046829,0.07311641424894333,0.002913574455305934,0.07280832529067993,0.14926479756832123,0.9606410264968872,0.0,31387.21149851568
65000,49920000,0.07484357804059982,0.08607076853513718,0.0035497015342116356,0.07679611444473267,0.15740402042865753,0.7804964780807495,0.0,31877.089665169828
66000,50688000,0.03939545899629593,0.04705844447016716,0.0018684584647417068,0.046102914959192276,0.09852346777915955,0.646211564540863,0.0,32366.83446244197
67000,51456000,0.056400179862976074,0.061156265437603,0.002674963092431426,0.06630144268274307,0.10109235346317291,0.6947771310806274,0.0,32856.65515935188
68000,52224000,0.05759209766983986,0.06688831001520157,0.0027314936742186546,0.05860743671655655,0.14719025790691376,0.6617356538772583,0.0,33346.37438884098
69000,52992000,0.0741310566663742,0.08701862394809723,0.0035159080289304256,0.11091499030590057,0.1361485719680786,0.8458880186080933,0.0,33836.317850122694
70000,53760000,0.04548867046833038,0.04860483855009079,0.002157449023798108,0.10173514485359192,0.15160265564918518,0.8415741920471191,0.0,34325.706356725655
71000,54528000,0.050656937062740326,0.05481076240539551,0.002402571029961109,0.05988737940788269,0.13478431105613708,0.7315017580986023,0.0,34817.36236363556
72000,55296000,0.05172022059559822,0.05967007949948311,0.0024530005175620317,0.057334933429956436,0.11611365526914597,0.8373773694038391,0.0,35307.438421950676
73000,56064000,0.04881301149725914,0.058733079582452774,0.0023151165805757046,0.037586014717817307,0.11322174966335297,0.7722811698913574,0.0,35797.184516654816
74000,56832000,0.045949894934892654,0.05079513415694237,0.0021793239284306765,0.04836383834481239,0.11783716827630997,0.7163379788398743,0.0,36287.04181479663
75000,57600000,0.06727694720029831,0.07499595731496811,0.003190829185768962,0.06276324391365051,0.1151239275932312,0.8178381323814392,0.0,36776.81312371185
76000,58368000,0.06206629425287247,0.06675173342227936,0.0029436966869980097,0.06322256475687027,0.12382220476865768,0.717864990234375,0.0,37266.460984715726
77000,59136000,0.0653529018163681,0.07490822672843933,0.00309957517310977,0.08828051388263702,0.1454036384820938,0.9008219838142395,0.0,37755.88557817694
78000,59904000,0.05059164762496948,0.0573933981359005,0.0023994743824005127,0.0479276180267334,0.10959634929895401,0.6188009977340698,0.0,38245.49549198756
79000,60672000,0.04295164346694946,0.04947702959179878,0.0020371221471577883,0.04353909194469452,0.12816859781742096,0.7659757733345032,0.0,38735.15411652392
80000,61440000,0.056988347321748734,0.06669455021619797,0.002702858531847596,0.06529432535171509,0.11200319230556488,0.48986709117889404,0.0,39224.834341778886
81000,62208000,0.05124778300523758,0.05587129667401314,0.0024305935949087143,0.0699717327952385,0.11559261381626129,0.764758825302124,0.0,39716.657503625844
82000,62976000,0.06231798976659775,0.06369827687740326,0.002955634379759431,0.10626015812158585,0.14600059390068054,0.58626389503479,0.0,40206.38624920696
83000,63744000,0.12016648799180984,0.13213136792182922,0.005699289031326771,0.18002362549304962,0.314934641122818,3.2181649208068848,0.0,40696.39480387792
84000,64512000,0.048316363245248795,0.05805483087897301,0.0022915613371878862,0.060368362814188004,0.13023318350315094,0.9672632217407227,0.0,41186.59544278076
85000,65280000,0.0426885224878788,0.044995300471782684,0.0020246426574885845,0.058778535574674606,0.09339503943920135,0.5551031231880188,0.0,41676.24718619278
86000,66048000,0.06107506528496742,0.0726425051689148,0.0028966846875846386,0.07256993651390076,0.09774242341518402,0.5353116393089294,0.0,42166.03102122201
87000,66816000,0.07228726148605347,0.08286632597446442,0.0034284598659723997,0.07461531460285187,0.09601550549268723,0.5094228982925415,0.0,42656.12077466957
88000,67584000,0.04238239675760269,0.04722419008612633,0.002010123571380973,0.049435313791036606,0.09274015575647354,0.4902612268924713,0.0,43145.97317064786
89000,68352000,0.05220508575439453,0.05875656008720398,0.002475996967405081,0.06727387756109238,0.10631141811609268,0.7678024768829346,0.0,43635.695394814946
90000,69120000,0.04911026731133461,0.05041879042983055,0.0023292149417102337,0.07359547913074493,0.09223543852567673,0.5164886713027954,0.0,44125.24348516669
91000,69888000,0.05896477401256561,0.05974670872092247,0.0027965970803052187,0.08841796219348907,0.1245872974395752,0.5138314366340637,0.0,44616.812629138585
92000,70656000,0.0753244012594223,0.0882965698838234,0.003572506131604314,0.06432704627513885,0.11562599986791611,0.7805873155593872,0.0,45106.999683153816
93000,71424000,0.04237096756696701,0.04710208997130394,0.0020095815416425467,0.052357807755470276,0.12541767954826355,0.7352462410926819,0.0,45597.1797458888
94000,72192000,0.03660601004958153,0.039542436599731445,0.0017361597856506705,0.07245151698589325,0.1278473287820816,0.7615974545478821,0.0,46087.092654654756
95000,72960000,0.04470270127058029,0.047414135187864304,0.0021201716735959053,0.057290300726890564,0.09892599284648895,0.7312572002410889,0.0,46577.09158697957
96000,73728000,0.04756351560354233,0.05170165374875069,0.0022558551281690598,0.05478491261601448,0.08182313293218613,0.4014008343219757,0.0,47067.036346891895
97000,74496000,0.04430540278553963,0.0561600960791111,0.0021013286896049976,0.04996046796441078,0.17226724326610565,0.7908194661140442,0.0,47557.07629251201
98000,75264000,0.03513979911804199,0.038213856518268585,0.0016666200244799256,0.07322794198989868,0.08346154540777206,0.42741966247558594,0.0,48047.28880500095
99000,76032000,0.044323794543743134,0.047097060829401016,0.002102200873196125,0.04874011501669884,0.10182207822799683,0.5387264490127563,0.0,48537.48604798969
100000,76800000,0.05185040459036827,0.05768999457359314,0.0024591749534010887,0.05088059976696968,0.12336194515228271,0.3966365456581116,0.0,49027.8024211349
101000,77568000,0.043491676449775696,0.04820829629898071,0.002062734914943576,0.060489851981401443,0.10631909221410751,0.6426913738250732,0.0,49519.60736802779
102000,78336000,0.06052812188863754,0.06222653016448021,0.0028707440942525864,0.07540047913789749,0.13574546575546265,0.5824607014656067,0.0,50009.05123075796
103000,79104000,0.06446576863527298,0.06934196501970291,0.003057499649003148,0.07782057672739029,0.11279629170894623,0.6963366270065308,0.0,50498.78513475787
104000,79872000,0.05032455548644066,0.05612308531999588,0.002386806532740593,0.05765628069639206,0.10602535307407379,0.6293613910675049,0.0,50988.33762085484
105000,80640000,0.05734187737107277,0.06490258872509003,0.0027196260634809732,0.09067387878894806,0.14431843161582947,0.7305266857147217,0.0,51477.91767453961
106000,81408000,0.05031564459204674,0.059738848358392715,0.002386383945122361,0.05431045964360237,0.11118493229150772,0.501258134841919,0.0,51968.306292692665
107000,82176000,0.019900457933545113,0.02309548482298851,0.0009438443230465055,0.02877655439078808,0.08427406847476959,0.41274216771125793,0.0,52458.771638740785
108000,82944000,0.04794042184948921,0.050831813365221024,0.0022737313993275166,0.0542113296687603,0.13014395534992218,0.8652505874633789,0.0,52948.139670960605
109000,83712000,0.03043902851641178,0.03556820750236511,0.0014436704805120826,0.04402118921279907,0.09888550639152527,0.5504056811332703,0.0,53437.57999369083
110000,84480000,0.031287603080272675,0.031979791820049286,0.0014839170034974813,0.053877439349889755,0.10869348794221878,0.5311132073402405,0.0,53927.631105804816
111000,85248000,0.050342898815870285,0.055045899003744125,0.002387676388025284,0.0536700114607811,0.13578489422798157,0.9379242062568665,0.0,54418.582502306905
112000,86016000,0.03782760351896286,0.04502290487289429,0.001794097712263465,0.04534014314413071,0.10836760699748993,0.5502134561538696,0.0,54908.39407389099
113000,86784000,0.05181266367435455,0.051514845341444016,0.0024573849514126778,0.06944061815738678,0.10638618469238281,0.7812563180923462,0.0,55398.477160198614
114000,87552000,0.03145631030201912,0.0359991230070591,0.0014919183449819684,0.0419156476855278,0.09071836620569229,0.6428472995758057,0.0,55889.12338180188
115000,88320000,0.050093960016965866,0.05144524201750755,0.0023758700117468834,0.0812976211309433,0.12100344151258469,0.7022993564605713,0.0,56379.29544000188
116000,89088000,0.03797940909862518,0.04389583691954613,0.0018012977670878172,0.05187089741230011,0.10665512830018997,0.7019256949424744,0.0,56868.96781135257
117000,89856000,0.04565662145614624,0.05103512480854988,0.0021654143929481506,0.062344931066036224,0.10100778937339783,0.5759686827659607,0.0,57358.60511844093
118000,90624000,0.041096240282058716,0.05005377531051636,0.0019491236889734864,0.04654872044920921,0.08572898060083389,0.5452784299850464,0.0,57847.948180396575
119000,91392000,0.03507819026708603,0.04112310707569122,0.0016636979999020696,0.033834852278232574,0.0857437252998352,0.7055684328079224,0.0,58337.840861063916
120000,92160000,0.03996029868721962,0.046930525451898575,0.0018952478421851993,0.04025369882583618,0.10244894027709961,0.5361477136611938,0.0,58827.390531159006
121000,92928000,0.029243983328342438,0.033040646463632584,0.0013869917020201683,0.03819454461336136,0.09859711676836014,0.626173198223114,0.0,59319.90498745162
122000,93696000,0.04199249669909477,0.04360275715589523,0.0019916314631700516,0.0510840080678463,0.09932014346122742,0.5106669068336487,0.0,59809.636044298764
123000,94464000,0.029504824429750443,0.034927334636449814,0.0013993628090247512,0.039925552904605865,0.10628642141819,0.6325333714485168,0.0,60299.072934765834
124000,95232000,0.03942444548010826,0.04378874972462654,0.001869833329692483,0.07274540513753891,0.09154938906431198,0.5870151519775391,0.0,60789.25228508795
125000,96000000,0.033411089330911636,0.035977743566036224,0.0015846301103010774,0.0731932520866394,0.10292621701955795,0.5582705140113831,0.0,61278.670212850906
126000,96768000,0.04026196524500847,0.04259830340743065,0.0019095554016530514,0.04216662794351578,0.0868203341960907,0.4395875930786133,0.0,61768.569757713005
127000,97536000,0.024415357038378716,0.029632005840539932,0.001157978200353682,0.036244917660951614,0.09226515889167786,0.6218712329864502,0.0,62257.91145172482
128000,98304000,0.027151433750987053,0.02961813658475876,0.0012877455446869135,0.039458222687244415,0.08468248695135117,0.44235771894454956,0.0,62747.23642618768
129000,99072000,0.03367811441421509,0.037770744413137436,0.001597294700331986,0.03575887531042099,0.07616056501865387,0.3890155255794525,0.0,63236.798116436694
130000,99840000,0.02663738653063774,0.030777478590607643,0.0012633651494979858,0.03503711521625519,0.0933426171541214,0.5291779637336731,0.0,63726.10747509077
131000,100608000,0.033635593950748444,0.037581585347652435,0.001595278037711978,0.04218591749668121,0.08828303217887878,0.528023898601532,0.0,64217.004134955816
132000,101376000,0.04356095939874649,0.0496692955493927,0.0020660210866481066,0.04751855880022049,0.07098991423845291,0.27695950865745544,0.0,64706.647220542654
133000,102144000,0.03353079780936241,0.03842843323945999,0.0015903078019618988,0.03527040779590607,0.08243667334318161,0.45264342427253723,0.0,65196.240509484895
134000,102912000,0.027249211445450783,0.029218193143606186,0.0012923829490318894,0.034722950309515,0.09301160275936127,0.5332978963851929,0.0,65685.41744806897
135000,103680000,0.03558890148997307,0.04118575528264046,0.0016879201866686344,0.035370465368032455,0.09403926879167557,0.46998223662376404,0.0,66175.21505536558
136000,104448000,0.05060227960348129,0.0563223734498024,0.0023999784607440233,0.06910647451877594,0.10747801512479782,0.6063976287841797,0.0,66664.64647779474
137000,105216000,0.045624006539583206,0.05009259656071663,0.002163867698982358,0.058901622891426086,0.10358235239982605,0.49258628487586975,0.0,67153.75395399099
138000,105984000,0.04027741029858589,0.041482094675302505,0.0019102878868579865,0.060336314141750336,0.09663444012403488,0.6231537461280823,0.0,67643.52328968886
139000,106752000,0.031958017498254776,0.035638973116874695,0.001515713520348072,0.034838125109672546,0.09914326667785645,0.7308526635169983,0.0,68133.11662689457
140000,107520000,0.036093585193157196,0.04101191833615303,0.0017118562245741487,0.05424368008971214,0.08328989893198013,0.492296427488327,0.0,68622.70349475974
141000,108288000,0.04271111264824867,0.044597476720809937,0.0020257141441106796,0.05137914419174194,0.08602096885442734,0.6688269376754761,0.0,69113.95179043198
142000,109056000,0.031839966773986816,0.0346532016992569,0.0015101146418601274,0.042555272579193115,0.06568152457475662,0.3280905783176422,0.0,69603.56739646755
143000,109824000,0.030436990782618523,0.03594489023089409,0.0014435737393796444,0.034173499792814255,0.08698903024196625,0.423094242811203,0.0,70093.96785506187
144000,110592000,0.029683418571949005,0.03271124139428139,0.0014078333042562008,0.03826374188065529,0.09276241064071655,0.5019448399543762,0.0,70583.69736142084
145000,111360000,0.037578433752059937,0.041996825486421585,0.0017822801601141691,0.0476684644818306,0.08250638097524643,0.5847873091697693,0.0,71073.99219626188
146000,112128000,0.0324067547917366,0.03660065680742264,0.0015369963366538286,0.03817644342780113,0.09511639922857285,0.487784206867218,0.0,71563.97257582471
147000,112896000,0.023989656940102577,0.028706787154078484,0.0011377879418432713,0.026057889685034752,0.07880375534296036,0.34791529178619385,0.0,72053.6104218727
148000,113664000,0.03553361818194389,0.042168498039245605,0.0016852981643751264,0.0305000152438879,0.0801021158695221,0.4232616722583771,0.0,72544.30834791576
149000,114432000,0.044917382299900055,0.050303176045417786,0.0021303538233041763,0.05050627142190933,0.07305815070867538,0.4390902817249298,0.0,73034.69488239894
150000,115200000,0.044635262340307236,0.04806932806968689,0.0021169730462133884,0.05236675962805748,0.09095203876495361,0.47756490111351013,0.0,73524.15244244365
151000,115968000,0.029221905395388603,0.03229910880327225,0.0013859444297850132,0.03568141162395477,0.0910772755742073,0.5824861526489258,0.0,74015.15503117954
