step,samples_seen,p_grid_relative_l2,p_area_relative_l2,p_rmse,p_relative_linf,f_zero_rmse,f_zero_max_abs,outer_dirichlet_max_abs,elapsed_seconds
152000,116736000,0.019132018089294434,0.021332070231437683,0.0009073984692804515,0.02486332319676876,0.06982364505529404,0.36063605546951294,0.0,74504.70278971363
153000,117504000,0.026052923873066902,0.029866408556699753,0.001235645147971809,0.025641996413469315,0.08717028051614761,0.5001679062843323,0.0,74994.87259951187
154000,118272000,0.024873705580830574,0.028057333081960678,0.001179716782644391,0.058258842676877975,0.06278669089078903,0.32845059037208557,0.0,75484.9013334047
155000,119040000,0.025765584781765938,0.02941763773560524,0.0012220171047374606,0.028600214049220085,0.0969308614730835,0.5355344414710999,0.0,75975.69227176858
156000,119808000,0.024428268894553185,0.028049930930137634,0.0011585905449464917,0.02329057827591896,0.0794781893491745,0.329207181930542,0.0,76465.59813681059
157000,120576000,0.02851809188723564,0.031174935400485992,0.0013525636168196797,0.030970575287938118,0.06924116611480713,0.5286256074905396,0.0,76955.39576334786
158000,121344000,0.030590858310461044,0.03483293950557709,0.0014508715830743313,0.030973905697464943,0.06660859286785126,0.3670389652252197,0.0,77444.98540610773
159000,122112000,0.020266471430659294,0.02521519735455513,0.0009612036519683897,0.018662652000784874,0.08520656824111938,0.6096336841583252,0.0,77934.36619806197
160000,122880000,0.032846350222826004,0.03651851415634155,0.0015578455058857799,0.032583087682724,0.06824080646038055,0.3549841642379761,0.0,78424.25105149578
161000,123648000,0.027949297800660133,0.03167581558227539,0.0013255869271233678,0.02681303583085537,0.09154049307107925,0.5442250370979309,0.0,78915.04196476797
162000,124416000,0.0382535457611084,0.039064060896635056,0.0018142994958907366,0.03921740502119064,0.0970611646771431,0.4272982180118561,0.0,79404.71012087865
163000,125184000,0.033582355827093124,0.03791716694831848,0.0015927531057968736,0.030079321935772896,0.0735408216714859,0.30493292212486267,0.0,79894.04280401161
164000,125952000,0.023148003965616226,0.02863721363246441,0.0010978697100654244,0.027024442330002785,0.07739898562431335,0.3825114071369171,0.0,80383.51768772956
165000,126720000,0.03579500690102577,0.03958748281002045,0.0016976953484117985,0.054121024906635284,0.09164650738239288,0.6718297004699707,0.0,80873.01010407368
166000,127488000,0.03043382242321968,0.038365982472896576,0.0014434235636144876,0.02655167505145073,0.06854566931724548,0.33051493763923645,0.0,81362.36384928692
167000,128256000,0.023092491552233696,0.025313615798950195,0.0010952368611469865,0.030709993094205856,0.0685758888721466,0.3392297625541687,0.0,81852.05526455399
168000,129024000,0.03221596032381058,0.034576382488012314,0.0015279472572728992,0.0532132051885128,0.08124390244483948,0.6920719146728516,0.0,82341.47407692997
169000,129792000,0.04104440286755562,0.04577893391251564,0.0019466648809611797,0.05393785983324051,0.07167185842990875,0.32621678709983826,0.0,82831.08266019169
170000,130560000,0.03542165830731392,0.04134277626872063,0.0016799879958853126,0.032553959637880325,0.06913047283887863,0.3974452614784241,0.0,83320.87604457792
171000,131328000,0.029597098007798195,0.03225044906139374,0.0014037392102181911,0.03508322313427925,0.07069460302591324,0.3199041783809662,0.0,83811.91704820655
172000,132096000,0.020657675340771675,0.02329290844500065,0.0009797577513381839,0.024368716403841972,0.07255857437849045,0.4071929454803467,0.0,84301.20879781991
173000,132864000,0.03361162543296814,0.03757157921791077,0.001594141242094338,0.04028347507119179,0.06261494010686874,0.410696417093277,0.0,84790.62962814188
174000,133632000,0.017717525362968445,0.020560765638947487,0.0008403116371482611,0.018241699784994125,0.07132522016763687,0.36924025416374207,0.0,85280.31467397185
175000,134400000,0.027617735788226128,0.03279227763414383,0.0013098614290356636,0.02455270104110241,0.06211501359939575,0.374213308095932,0.0,85769.60790513176
176000,135168000,0.01945328712463379,0.021859901025891304,0.0009226357215084136,0.02885984256863594,0.060302797704935074,0.3038996458053589,0.0,86259.97816792084
177000,135936000,0.026716448366642,0.029357217252254486,0.0012671148870140314,0.02948969416320324,0.07664647698402405,0.6405543088912964,0.0,86749.72410389083
178000,136704000,0.017892125993967056,0.02050052396953106,0.0008485925500281155,0.034562837332487106,0.06255137920379639,0.34454354643821716,0.0,87239.14861024776
179000,137472000,0.028378132730722427,0.02910267561674118,0.0013459257315844297,0.0426042303442955,0.06194796413183212,0.41985809803009033,0.0,87728.90941996267
180000,138240000,0.01818886771798134,0.021944137290120125,0.0008626665803603828,0.023667417466640472,0.0665859580039978,0.3483722507953644,0.0,88218.42727415496
181000,139008000,0.022014791145920753,0.02440277673304081,0.0010441234335303307,0.02260826714336872,0.059597305953502655,0.5135887861251831,0.0,88709.56325688586
182000,139776000,0.03625316917896271,0.040544480085372925,0.0017194250831380486,0.03594571352005005,0.0755016952753067,0.35000506043434143,0.0,89199.1255934746
183000,140544000,0.023571159690618515,0.02587040886282921,0.0011179393623024225,0.028874894604086876,0.08404804021120071,0.34704911708831787,0.0,89689.00717299292
184000,141312000,0.018588189035654068,0.02188640832901001,0.0008816057234071195,0.018689466640353203,0.0843469500541687,0.4454871714115143,0.0,90178.73765562568
185000,142080000,0.020665396004915237,0.02447184920310974,0.0009801239939406514,0.020819876343011856,0.07182689011096954,0.39135506749153137,0.0,90667.88378462894
186000,142848000,0.017282476648688316,0.0202191025018692,0.0008196780108846724,0.018990401178598404,0.07529434561729431,0.4656238555908203,0.0,91157.52444428299
187000,143616000,0.02354038506746292,0.02673548087477684,0.0011164797469973564,0.022830139845609665,0.06799956411123276,0.35902339220046997,0.0,91646.98137994064
188000,144384000,0.017051031813025475,0.020003288984298706,0.000808701035566628,0.02030857466161251,0.06798484176397324,0.5167731642723083,0.0,92136.68201836571
189000,145152000,0.02895171567797661,0.030739208683371544,0.0013731297804042697,0.028292100876569748,0.056631527841091156,0.30086860060691833,0.0,92626.71989537077
190000,145920000,0.020064352080225945,0.023685431107878685,0.0009516174322925508,0.01742216944694519,0.05611225217580795,0.349254846572876,0.0,93116.29220631486
191000,146688000,0.018705127760767937,0.022182974964380264,0.0008871518075466156,0.016555357724428177,0.0695212110877037,0.40847018361091614,0.0,93607.27321213763
192000,147456000,0.016150521114468575,0.01922781392931938,0.0007659912225790322,0.016771284863352776,0.06552187353372574,0.3680208623409271,0.0,94096.863473129
193000,148224000,0.017016198486089706,0.018870558589696884,0.000807048927526921,0.022456113249063492,0.058296725153923035,0.34001949429512024,0.0,94586.7179875127
194000,148992000,0.02341163158416748,0.02536391094326973,0.0011103732977062464,0.02533777616918087,0.05863846465945244,0.2914959192276001,0.0,95076.31273994595
195000,149760000,0.018441040068864822,0.02113332971930504,0.0008746266248635948,0.022566746920347214,0.06278996169567108,0.36310309171676636,0.0,95565.867507088
196000,150528000,0.0225476436316967,0.025971801951527596,0.0010693956864997745,0.022438813000917435,0.06056249886751175,0.40548765659332275,0.0,96055.48568988685
197000,151296000,0.020660094916820526,0.02278774045407772,0.0009798725368455052,0.02384253591299057,0.06588521599769592,0.3245869576931,0.0,96545.77750831656
198000,152064000,0.01826374977827072,0.020151333883404732,0.000866218120791018,0.018437664955854416,0.07308496534824371,0.366425096988678,0.0,97035.51399955899
199000,152832000,0.014996164478361607,0.017276868224143982,0.0007112421444617212,0.017606917768716812,0.04758289083838463,0.2417597770690918,0.0,97525.39038536698
200000,153600000,0.01720569096505642,0.020037522539496422,0.0008160361321642995,0.01602967642247677,0.053526539355516434,0.29732686281204224,0.0,98014.63046163088
201000,154368000,0.014737718738615513,0.01680348627269268,0.0006989844841882586,0.014835715293884277,0.05463245138525963,0.2992653250694275,0.0,98506.54482123256
202000,155136000,0.017186835408210754,0.021092429757118225,0.000815141829662025,0.014587546698749065,0.06178666278719902,0.35593080520629883,0.0,98996.15904367389
203000,155904000,0.013707873411476612,0.016456669196486473,0.0006501407478936017,0.013881100341677666,0.0659305676817894,0.3670184314250946,0.0,99486.33925486496
204000,156672000,0.01860613003373146,0.021298866719007492,0.0008824566029943526,0.021137505769729614,0.06323421001434326,0.329431414604187,0.0,99976.16686482262
205000,157440000,0.02063145488500595,0.021954378113150597,0.0009785143192857504,0.022891726344823837,0.04611246660351753,0.2754596769809723,0.0,100465.93715703255
206000,158208000,0.02383505180478096,0.025202926248311996,0.0011304552899673581,0.03174120560288429,0.042588867247104645,0.28753089904785156,0.0,100955.50815747492
207000,158976000,0.01779758743941784,0.020709777250885963,0.0008441087557002902,0.02664193883538246,0.055285703390836716,0.3031189441680908,0.0,101444.74313007668
208000,159744000,0.019794637337327003,0.022132838144898415,0.0009388254256919026,0.02087688073515892,0.04955174773931503,0.23685456812381744,0.0,101934.45890987059
209000,160512000,0.023702871054410934,0.026604417711496353,0.001124186092056334,0.02655915729701519,0.04186369851231575,0.22833551466464996,0.0,102423.95305375382
210000,161280000,0.021452097222208977,0.023477807641029358,0.0010174359194934368,0.019191600382328033,0.04235927760601044,0.21222496032714844,0.0,102913.5219283048
211000,162048000,0.01725095696747303,0.02066422440111637,0.0008181830053217709,0.017553461715579033,0.052034277468919754,0.29095813632011414,0.0,103404.9429936586
212000,162816000,0.021852176636457443,0.024914255365729332,0.0010364109184592962,0.025062663480639458,0.05919786915183067,0.3609883189201355,0.0,103894.49533162266
213000,163584000,0.018044695258140564,0.020982664078474045,0.0008558285771869123,0.016985328868031502,0.04759037867188454,0.2888771891593933,0.0,104383.88274318259
214000,164352000,0.01888156309723854,0.022088581696152687,0.0008955198572948575,0.0171731635928154,0.046980004757642746,0.25341880321502686,0.0,104872.88483633567
215000,165120000,0.014588459394872189,0.01682557351887226,0.0006919053848832846,0.018977858126163483,0.06130041927099228,0.32685405015945435,0.0,105362.19138566172
216000,165888000,0.015786468982696533,0.018197668716311455,0.0007487249677069485,0.014526477083563805,0.04043714329600334,0.2522623538970947,0.0,105851.2617702079
217000,166656000,0.014088246040046215,0.016652649268507957,0.0006681811064481735,0.012516215443611145,0.04424447938799858,0.279625803232193,0.0,106340.53970537055
218000,167424000,0.017393654212355614,0.0202852264046669,0.0008249509846791625,0.013582848012447357,0.05192047730088234,0.34315159916877747,0.0,106829.6911033839
219000,168192000,0.015114791691303253,0.017599690705537796,0.000716868438757956,0.013288488611578941,0.0449281744658947,0.24482093751430511,0.0,107319.32342452276
220000,168960000,0.02198830619454384,0.02477596141397953,0.001042867312207818,0.020930510014295578,0.04872286319732666,0.26818129420280457,0.0,107808.48893687874
221000,169728000,0.01175073254853487,0.013952524401247501,0.0005573169328272343,0.01009222399443388,0.0358816422522068,0.22619351744651794,0.0,108300.30320767174
222000,170496000,0.018688693642616272,0.02104826457798481,0.0008863724651746452,0.01848536916077137,0.04978402704000473,0.24393720924854279,0.0,108789.25155791687
223000,171264000,0.013774992898106575,0.016348417848348618,0.0006533240666612983,0.012676522135734558,0.045193932950496674,0.24833950400352478,0.0,109278.06339875655
224000,172032000,0.017832856625318527,0.020771106705069542,0.0008457815274596214,0.014183850958943367,0.0361083447933197,0.19566820561885834,0.0,109768.0872346824
225000,172800000,0.014517897740006447,0.017076274380087852,0.0006885588518343866,0.011851700022816658,0.04716699942946434,0.34172680974006653,0.0,110258.44597689994
226000,173568000,0.012460247613489628,0.014537373557686806,0.000590968003962189,0.010992689989507198,0.03644566982984543,0.1912064105272293,0.0,110747.9906753907
227000,174336000,0.015670225024223328,0.017875613644719124,0.0007432117126882076,0.018580909818410873,0.03574753180146217,0.17094087600708008,0.0,111237.8633537544
228000,175104000,0.019316377118229866,0.021873585879802704,0.0009161423658952117,0.016605334356427193,0.035879574716091156,0.1950838714838028,0.0,111728.06086336542
229000,175872000,0.01926938258111477,0.02250841073691845,0.0009139134781435132,0.018874598667025566,0.04195109009742737,0.24415917694568634,0.0,112218.33200200461
230000,176640000,0.014013856649398804,0.01672736555337906,0.0006646529654972255,0.01665528677403927,0.037725452333688736,0.3053900897502899,0.0,112708.14522706438
231000,177408000,0.016476906836032867,0.017880376428365707,0.0007814711425453424,0.018516985699534416,0.03618491813540459,0.20409460365772247,0.0,113199.09567142744
232000,178176000,0.01667078398168087,0.018375592306256294,0.0007906663813628256,0.016653859987854958,0.03827623650431633,0.2242097705602646,0.0,113688.92610631604
233000,178944000,0.01375571545213461,0.01654307171702385,0.0006524097989313304,0.01013210043311119,0.03395646810531616,0.18652036786079407,0.0,114178.87384895794
234000,179712000,0.017652012407779694,0.020588316023349762,0.0008372044540010393,0.019503604620695114,0.030440745875239372,0.1941470205783844,0.0,114669.03977474291
235000,180480000,0.015216236002743244,0.017260471358895302,0.0007216797675937414,0.01408816035836935,0.03385499492287636,0.2320813685655594,0.0,115158.79965573549
236000,181248000,0.013768629170954227,0.01618645340204239,0.000653022259939462,0.012021348811686039,0.03223945200443268,0.2206910252571106,0.0,115648.02059076261
237000,182016000,0.015821825712919235,0.018278177827596664,0.0007504018722102046,0.020394470542669296,0.03242695331573486,0.23741355538368225,0.0,116138.27805575822
238000,182784000,0.012104199267923832,0.014175601303577423,0.0005740812048316002,0.011884051375091076,0.03386538475751877,0.2706170976161957,0.0,116628.15211492963
239000,183552000,0.016120390966534615,0.01748470962047577,0.0007645622827112675,0.017285311594605446,0.03750985860824585,0.2681902050971985,0.0,117117.39522205573
240000,184320000,0.015368636697530746,0.017456090077757835,0.000728907878510654,0.014784074388444424,0.034948237240314484,0.20226043462753296,0.0,117606.67548140977
241000,185088000,0.012825677171349525,0.015093749389052391,0.0006082996842451394,0.011298121884465218,0.03557274490594864,0.18783225119113922,0.0,118097.85934522096
242000,185856000,0.014554179273545742,0.016703855246305466,0.0006902795867063105,0.014185148291289806,0.033809635788202286,0.19112735986709595,0.0,118587.52945477236
243000,186624000,0.01343011949211359,0.01548321545124054,0.0006369673646986485,0.012399699538946152,0.032381318509578705,0.19572541117668152,0.0,119077.66508077737
244000,187392000,0.015149788931012154,0.01675797998905182,0.0007185283466242254,0.015814291313290596,0.030725160613656044,0.17589642107486725,0.0,119568.09456659947
245000,188160000,0.015309344045817852,0.017519986256957054,0.0007260956917889416,0.014507836662232876,0.034255899488925934,0.20901599526405334,0.0,120057.50422669481
246000,188928000,0.014196778647601604,0.016236504539847374,0.0006733286427333951,0.01151359360665083,0.03170543909072876,0.1979694366455078,0.0,120547.22341802064
247000,189696000,0.014780333265662193,0.01684202067553997,0.000701005628798157,0.014091295190155506,0.03593048080801964,0.21878986060619354,0.0,121036.56805326883
248000,190464000,0.01407827902585268,0.016203314065933228,0.0006677084020338953,0.012293953448534012,0.03141293674707413,0.1677657961845398,0.0,121526.37909026537
249000,191232000,0.016275504603981972,0.01875784993171692,0.0007719190325587988,0.01580827869474888,0.030271681025624275,0.17809845507144928,0.0,122015.95532545913
250000,192000000,0.014871183782815933,0.017394457012414932,0.0007053145673125982,0.014274113811552525,0.032743312418460846,0.18006812036037445,0.0,122505.69974219799
251000,192768000,0.013070791028439999,0.01505847554653883,0.000619924976490438,0.013951468281447887,0.034452781081199646,0.21234074234962463,0.0,122996.9733816199
252000,193536000,0.013129334896802902,0.015601124614477158,0.0006227015983313322,0.010938670486211777,0.03353915736079216,0.23318397998809814,0.0,123486.81126067694
253000,194304000,0.013709760271012783,0.015879981219768524,0.0006502302130684257,0.013248871080577374,0.026968572288751602,0.14620429277420044,0.0,123976.28599902336
254000,195072000,0.013698079623281956,0.015745984390378,0.0006496762507595122,0.01193268597126007,0.03243173658847809,0.19930197298526764,0.0,124465.40638664458
255000,195840000,0.013414977118372917,0.015520665794610977,0.0006362491403706372,0.013213579542934895,0.03094341605901718,0.20319081842899323,0.0,124955.8430122491
256000,196608000,0.01309545710682869,0.015096839517354965,0.0006210948340594769,0.010370840318500996,0.03160012140870094,0.24056728184223175,0.0,125446.06331468187
257000,197376000,0.013319780118763447,0.015406014397740364,0.0006317342049442232,0.011773915030062199,0.029435135424137115,0.19355694949626923,0.0,125935.80333403498
258000,198144000,0.013009033165872097,0.014967674389481544,0.0006169959669932723,0.01229442935436964,0.02766205556690693,0.14867232739925385,0.0,126425.56598578114
259000,198912000,0.01302380207926035,0.014976263046264648,0.0006176963797770441,0.012455925345420837,0.02784997969865799,0.17745062708854675,0.0,126915.07841581292
260000,199680000,0.01493185292929411,0.01718255691230297,0.0007081919466145337,0.013030199334025383,0.02639196626842022,0.1821766048669815,0.0,127404.67711806484
261000,200448000,0.013949562795460224,0.016037117689847946,0.0006616036407649517,0.011848261579871178,0.02775699645280838,0.17048685252666473,0.0,127896.08766302932
262000,201216000,0.013669831678271294,0.01586051657795906,0.000648336426820606,0.011323725804686546,0.026485495269298553,0.18512187898159027,0.0,128386.07455851696
263000,201984000,0.013803279027342796,0.016055386513471603,0.0006546656368300319,0.01245475746691227,0.02697708085179329,0.17083600163459778,0.0,128876.60660063475
264000,202752000,0.013027551583945751,0.015155729837715626,0.0006178742041811347,0.011090218089520931,0.028113478794693947,0.1851019561290741,0.0,129366.53428482078
265000,203520000,0.01329873502254486,0.015426469035446644,0.0006307360017672181,0.01100726518779993,0.027839038521051407,0.18848231434822083,0.0,129856.26131464634
266000,204288000,0.012261629104614258,0.014288163743913174,0.0005815477925352752,0.01060806680470705,0.027516935020685196,0.17155277729034424,0.0,130345.88037101366
267000,205056000,0.014079193584620953,0.016391025856137276,0.0006677517667412758,0.013280357234179974,0.027600545436143875,0.21181434392929077,0.0,130835.55490992311
268000,205824000,0.012817447073757648,0.014702504500746727,0.0006079093436710536,0.011641094461083412,0.027774889022111893,0.17895247042179108,0.0,131326.17465161067
269000,206592000,0.012860214337706566,0.014805400744080544,0.0006099377060309052,0.011795972473919392,0.02663055807352066,0.17974597215652466,0.0,131816.11394166388
270000,207360000,0.012905958108603954,0.014852204360067844,0.0006121073383837938,0.011827674694359303,0.027746926993131638,0.18349988758563995,0.0,132306.0080404738
271000,208128000,0.012160594575107098,0.014075812883675098,0.0005767560214735568,0.010218167677521706,0.027858149260282516,0.2084576040506363,0.0,132797.7644386338
272000,208896000,0.013360858894884586,0.015305660665035248,0.0006336824735626578,0.012758718803524971,0.026076050475239754,0.15087392926216125,0.0,133288.05705948174
273000,209664000,0.01284046471118927,0.014862221665680408,0.0006090010283514857,0.012074719183146954,0.027992403134703636,0.20890933275222778,0.0,133778.26120807044
274000,210432000,0.012438788078725338,0.01436022762209177,0.0005899501848034561,0.011134939268231392,0.026394901797175407,0.15802808105945587,0.0,134268.23055244982
275000,211200000,0.012631750665605068,0.014654114842414856,0.0005991020589135587,0.01012643426656723,0.025374731048941612,0.16764456033706665,0.0,134758.06990229152
276000,211968000,0.01233157142996788,0.014285892248153687,0.0005848651635460556,0.01093741599470377,0.025683974847197533,0.15995533764362335,0.0,135247.41825266648
277000,212736000,0.013415241613984108,0.015523146837949753,0.0006362617132253945,0.01169251836836338,0.02638986147940159,0.17170098423957825,0.0,135736.8469404634
278000,213504000,0.012213282287120819,0.01407552883028984,0.000579254818148911,0.010679645463824272,0.025103967636823654,0.16391626000404358,0.0,136226.82204117905
279000,214272000,0.012554086744785309,0.014487444423139095,0.0005954185617156327,0.011339554563164711,0.025523150339722633,0.14504337310791016,0.0,136716.751810194
280000,215040000,0.012785421684384346,0.014769528061151505,0.0006063904147595167,0.011224379763007164,0.025099901482462883,0.16224434971809387,0.0,137206.5070695849
281000,215808000,0.013029122725129128,0.015047377906739712,0.0006179487681947649,0.011738579720258713,0.0248611718416214,0.14166371524333954,0.0,137698.5667269649
282000,216576000,0.012793242931365967,0.014696627855300903,0.0006067613721825182,0.011456114239990711,0.02659102901816368,0.16822688281536102,0.0,138188.9053083891
283000,217344000,0.012732749804854393,0.014657534658908844,0.0006038923165760934,0.01162630319595337,0.02505584806203842,0.1710936427116394,0.0,138678.88879448362
284000,218112000,0.013039592653512955,0.01504270639270544,0.0006184453377500176,0.012137431651353836,0.025891689583659172,0.15527135133743286,0.0,139168.93899000157
285000,218880000,0.012266614474356174,0.014230022206902504,0.0005817842902615666,0.010841228067874908,0.025181392207741737,0.15701909363269806,0.0,139658.04182219412
286000,219648000,0.012132715433835983,0.014049354009330273,0.0005754337180405855,0.011062927544116974,0.024945301935076714,0.15237782895565033,0.0,140147.23365094606
287000,220416000,0.012611289508640766,0.014553300105035305,0.0005981316207908094,0.011506716720759869,0.02479027584195137,0.16507726907730103,0.0,140636.49995099474
288000,221184000,0.013184473849833012,0.015110146254301071,0.0006253168103285134,0.012005259282886982,0.0249649491161108,0.1512174904346466,0.0,141125.85613474902
289000,221952000,0.012719238176941872,0.014651111327111721,0.0006032514502294362,0.011077935807406902,0.02518681436777115,0.16796691715717316,0.0,141615.63766690996
290000,222720000,0.012570192106068134,0.01453099213540554,0.0005961824208498001,0.011131003499031067,0.024876931682229042,0.15806785225868225,0.0,142104.58659712318
291000,223488000,0.012681619264185429,0.014709512703120708,0.0006014672690071166,0.011025473475456238,0.024862518534064293,0.14814426004886627,0.0,142595.6031683497
292000,224256000,0.012879423797130585,0.014866823330521584,0.0006108487723395228,0.011594081297516823,0.024910395964980125,0.16207505762577057,0.0,143085.55071479548
293000,225024000,0.012611918151378632,0.01453984621912241,0.000598161481320858,0.011390503495931625,0.02492409385740757,0.15436342358589172,0.0,143575.2966595022
294000,225792000,0.012661865912377834,0.014624734409153461,0.0006005304167047143,0.011445647105574608,0.024931184947490692,0.14754432439804077,0.0,144064.64545721002
295000,226560000,0.012513166293501854,0.014465834945440292,0.0005934778600931168,0.011221871711313725,0.024445002898573875,0.15176157653331757,0.0,144554.0704884678
296000,227328000,0.012421220541000366,0.014365159906446934,0.0005891170003451407,0.011071966961026192,0.024427402764558792,0.15048253536224365,0.0,145044.13230280112
297000,228096000,0.012647324241697788,0.014570693485438824,0.0005998406559228897,0.011457454413175583,0.02509297803044319,0.15802159905433655,0.0,145533.94304151274
298000,228864000,0.012395310215651989,0.014345812611281872,0.0005878880620002747,0.011222909204661846,0.02520226500928402,0.15728163719177246,0.0,146024.16602696106
299000,229632000,0.012498189695179462,0.014400040730834007,0.0005927674937993288,0.011152931489050388,0.025139885023236275,0.16085156798362732,0.0,146513.6745467577
300000,230400000,0.012610365636646748,0.014551813714206219,0.0005980878486298025,0.011437343433499336,0.024808460846543312,0.16005471348762512,0.0,147003.0636294335
